player_tag,quest_id,quest_title,quest_description,quest_requirement,quest_depends,unlock
#2GQVLYV0U,55,Sidoney,Kruse,Donate 699 gold,,2021-10-16
#928UL0RR,132,Clarita,Morgen,Donate 535 gems,,2019-07-29
#2QYC8YLLG,116,Dionysus,Charity,Donate 549 gems,,2020-06-06
#82R8VJGGR,136,Jewelle,Poolton,Donate 1192 gems,,2019-02-24
#82VJQ22VQ,184,Shantee,Turri,Donate 326 gems,,2019-10-03
#LRCPJCGP,149,Dorelle,Joontjes,Donate 129 gems,,2019-09-14
#20L8Y9QY,6,Dode,Delepine,Donate 53 gold,131,2020-08-30
#2VLPYG0RL,76,Mattheus,Spinige,Donate 1303 gems,49,2019-12-01
#PJG9RLQC,126,Yorke,Prazor,Donate 708 gold,14,2020-11-24
#RGJCUQ8R,18,Brit,Primrose,Donate 98 gems,,2020-04-28
#GUQV2YCY,167,Annabella,Chinnick,Donate 855 gems,86,2021-02-21
#CCQCU90L,6,Dode,Delepine,Donate 53 gold,131,2021-05-10
#QPQVLYJJ,70,Madelena,Jeffree,Donate 431 gems,148,2018-11-27
#2LGUPRCJP,11,Lilyan,Gasnell,Donate 427 gold,,2020-06-30
#8PV2R08L,93,Ferdinanda,Colbourn,Donate 972 gold,,2020-12-27
#9RG0VPUVY,137,Zollie,Fidell,Donate 898 gold,,2020-03-11
#GPP2YLL8,160,Tracie,Catlette,Donate 855 gems,102,2021-05-21
#Y0P8RQ89,100,Ira,Binding,Donate 608 gems,,2019-10-10
#YYJUJUQG,69,Lorne,Gilberthorpe,Donate 383 gold,,2021-06-09
#8Y9VPLLYC,115,Dulce,Megarry,Donate 333 gems,107,2020-04-03
#GVJLCYC,164,Richmound,Armer,Donate 954 gold,113,2021-07-12
#98UVV0,37,Augusto,Oertzen,Donate 47 gems,185,2020-12-18
#2QCUGCPQ,175,Wat,Deighan,Donate 236 gold,27,2020-08-29
#8YPURJVLP,126,Yorke,Prazor,Donate 708 gold,14,2019-04-26
#PG0QC29YR,58,Rriocard,Charity,Donate 291 gold,,2021-09-08
#80V0290C8,51,Tate,Sauvage,Donate 581 gems,94,2021-05-02
#2YUVY0JL0,131,Zared,Kleinplatz,Donate 931 gold,,2019-01-31
#PJLCL9YUQ,159,Florry,Rainbow,Donate 897 gems,,2020-02-15
#29VQ2G8G,131,Zared,Kleinplatz,Donate 931 gold,,2020-02-06
#C2QCRP0J,121,Shir,Shipman,Donate 80 gems,,2019-04-15
#8PYGPYJPR,39,Roman,Lodin,Donate 574 gems,,2019-07-05
#88C9PLVYL,32,Abra,Dreng,Donate 1217 gems,79,2020-07-15
#229P2QYL0,87,David,Forrington,Donate 218 gems,,2021-11-23
#82L2VCV8,44,Nixie,Beevis,Donate 505 gems,60,2020-11-13
#2QCPVQC0Y,76,Mattheus,Spinige,Donate 1303 gems,49,2019-01-07
#YYC9U9JUV,72,Dorine,Camilleri,Donate 980 gold,,2020-12-23
#9VY020RQV,159,Florry,Rainbow,Donate 897 gems,,2021-09-02
#QV2PYL,59,Emelia,Ismead,Donate 1231 gold,163,2021-01-21
#9JCVVGU9P,56,Benita,Heinsen,Donate 617 gems,,2021-02-09
#QVQPJCQR,34,Lotte,Duckels,Donate 311 gems,,2019-12-10
#L00C8Y9Q2,143,Adriena,Linthead,Donate 434 gold,122,2019-10-01
#90LUGG9GJ,59,Emelia,Ismead,Donate 1231 gold,163,2020-07-29
#2PYUQL2VG,71,Asa,Birkenshaw,Donate 97 gems,,2019-08-05
#88U0V8C,92,Adolphe,Pally,Donate 1000 gold,,2021-11-19
#2LYPPG0Y2,126,Yorke,Prazor,Donate 708 gold,14,2019-05-07
#8GL2CRGLR,124,Tiffi,Authers,Donate 1495 gems,,2021-03-02
#L82V9VVC,22,Beauregard,Blazevic,Donate 663 gold,17,2021-10-30
#2G0JP98QR,103,Hanna,Deares,Donate 988 gems,,2019-05-17
#GQPRJCUU,9,Sharyl,Gimert,Donate 863 gold,,2021-05-10
#GGL90Q9J,64,Florian,Genty,Donate 488 gems,,2021-07-09
#2JUPU0LPV,181,Marrilee,McClunaghan,Donate 845 gold,,2020-07-15
#28QPY8JRY,48,Eduardo,Winskill,Donate 217 gold,,2019-07-29
#2929RVQQY,95,Gavra,Isson,Donate 1359 gold,189,2020-07-25
#8PCGQPV9P,43,Kareem,Burtwell,Donate 1402 gems,194,2019-12-28
#J2PVLP8J,120,Zeb,Dikle,Donate 1340 gold,145,2019-12-20
#PP2YY2RG,165,Mireielle,Durkin,Donate 589 gold,,2021-05-04
#GVLGLJPL,51,Tate,Sauvage,Donate 581 gems,94,2020-01-14
#P29CCURC,133,Nicolis,Cornes,Donate 1447 gems,122,2021-09-16
#J8J0Q20Y,11,Lilyan,Gasnell,Donate 427 gold,,2019-01-22
#9P2JPCY9U,131,Zared,Kleinplatz,Donate 931 gold,,2020-11-19
#88VR0GVPL,104,Ansel,Hammant,Donate 37 gems,46,2021-05-25
#8YGVPR9Y0,68,Maudie,Almond,Donate 75 gems,,2020-07-14
#PG0PLRC,47,Melisandra,Franklin,Donate 1192 gems,13,2020-09-13
#LR89LRRVJ,171,Holmes,Harnwell,Donate 1296 gold,,2019-08-11
#LQ9J02P,15,Izak,Killiner,Donate 1432 gems,,2019-06-15
#8YULR0QR,51,Tate,Sauvage,Donate 581 gems,94,2021-07-11
#9C9G9GP,56,Benita,Heinsen,Donate 617 gems,,2020-04-12
#2PV0VYGLV,162,Sherlock,Buckett,Donate 708 gold,,2021-06-01
#9L2GV8VUC,164,Richmound,Armer,Donate 954 gold,113,2020-09-14
#YVPYVV9V,73,Hoyt,Shingfield,Donate 653 gems,,2020-09-16
#U99C2JVG,93,Ferdinanda,Colbourn,Donate 972 gold,,2019-06-17
#2VURRCG90,162,Sherlock,Buckett,Donate 708 gold,,2019-02-17
#2UGR22RCP,98,Roberto,Aspinal,Donate 751 gold,,2021-08-25
#CJJVYY28,175,Wat,Deighan,Donate 236 gold,27,2019-03-01
#2YUQCC8YV,88,Alasteir,Goundsy,Donate 207 gems,,2021-10-04
#22Y0PU08,176,Rozalin,Tapper,Donate 1462 gold,,2021-04-04
#QGLQC2YYG,87,David,Forrington,Donate 218 gems,,2020-02-16
#P88PQJ2UV,124,Tiffi,Authers,Donate 1495 gems,,2020-12-20
#8LULYQ82Q,166,Bernadine,Hutchence,Donate 452 gold,174,2021-09-28
#9RR9ULL99,61,Marion,Mayor,Donate 845 gold,,2020-10-03
#8YVYGCP,114,Miran,Spillett,Donate 1317 gems,,2020-06-22
#GUJ2PLG89,169,Mattie,Wordsley,Donate 562 gems,115,2020-06-05
#2PJQ0U9U,97,Lonny,Tumielli,Donate 1342 gold,,2019-05-25
#PCPGJ8J0,1,Jock,Southouse,Donate 832 gold,51,2020-11-04
#YVPYVV9V,3,Hube,Hindenberger,Donate 1324 gems,134,2018-12-04
#9PYJVPPLV,41,Katey,Hinchon,Donate 352 gold,,2020-05-23
#8RVQVVV2,17,Granthem,Hostan,Donate 239 gold,,2021-08-07
#828JLGVYC,165,Mireielle,Durkin,Donate 589 gold,,2020-07-21
#VGR9CL0G,115,Dulce,Megarry,Donate 333 gems,107,2018-12-16
#80V8U9U0J,68,Maudie,Almond,Donate 75 gems,,2021-05-29
#2PVCG9GQ,126,Yorke,Prazor,Donate 708 gold,14,2019-08-05
#29UJ9Q99,65,Royall,Peacher,Donate 397 gold,,2020-02-20
#QUV8C89,150,Maggee,Noraway,Donate 852 gems,155,2021-01-09
#80VGYGQL,1,Jock,Southouse,Donate 832 gold,51,2019-10-03
#9P8220PUU,131,Zared,Kleinplatz,Donate 931 gold,,2021-10-22
#28PQ9GJG9,83,Georgy,O'Reilly,Donate 448 gold,153,2020-08-14
#PQGV0VCQQ,61,Marion,Mayor,Donate 845 gold,,2021-04-27
#202C2CU0U,103,Hanna,Deares,Donate 988 gems,,2021-07-15
#2PCYY2QCP,168,Evvie,Shortin,Donate 1196 gems,,2021-10-30
#2J08RPLQ8,68,Maudie,Almond,Donate 75 gems,,2021-08-08
#99QVP8J8Q,132,Clarita,Morgen,Donate 535 gems,,2019-10-05
#22R2JCR2C,49,Zilvia,Cobelli,Donate 1013 gems,,2019-09-21
#C8U9GRVY,127,Misti,Winterbotham,Donate 1176 gems,187,2020-05-17
#PR009PUL,122,Bryan,Eccleston,Donate 1047 gems,,2020-07-24
#R8000P88,14,Jeane,Jarrard,Donate 416 gems,,2019-12-12
#92RUJ8LPP,6,Dode,Delepine,Donate 53 gold,131,2019-09-24
#2Y8LPPUG8,188,Ellary,De Lasci,Donate 899 gold,,2019-12-02
#PJ08LLCYV,40,Burlie,Larcombe,Donate 353 gold,,2021-03-01
#L8YQLYV2,159,Florry,Rainbow,Donate 897 gems,,2018-12-06
#2UVUR2YPP,105,Lane,McIlhone,Donate 280 gold,110,2020-08-13
#2Q92P0P2,176,Rozalin,Tapper,Donate 1462 gold,,2019-03-04
#8L2GRYJ0P,171,Holmes,Harnwell,Donate 1296 gold,,2020-08-31
#PC0YY98G,1,Jock,Southouse,Donate 832 gold,51,2020-12-16
#VVQ9GU,42,Lu,Reeve,Donate 289 gems,,2021-05-07
#PC9JLQR,9,Sharyl,Gimert,Donate 863 gold,,2020-07-19
#2L0V2YQUY,198,Garrik,Canepe,Donate 1035 gold,,2019-06-27
#VPUQYUY,5,Barnaby,Mattiello,Donate 38 gems,,2020-12-30
#82L2VCV8,66,Trace,Listone,Donate 673 gems,115,2021-05-04
#8PQ9QCPL,173,Valaree,Caesmans,Donate 1391 gems,,2021-10-07
#9289JQPV9,78,Hugh,Dziwisz,Donate 1067 gems,,2020-09-26
#2YP2UJJ0U,136,Jewelle,Poolton,Donate 1192 gems,,2019-08-24
#2UY8GVQ2,155,Wyn,Kyteley,Donate 748 gold,78,2020-03-27
#2QY9CYJVY,131,Zared,Kleinplatz,Donate 931 gold,,2020-12-09
#GJJ2Y098J,56,Benita,Heinsen,Donate 617 gems,,2020-02-04
#LY8R8RY9,30,Monah,Alldread,Donate 616 gems,,2020-09-11
#8YL988LL8,90,Laurella,Lyffe,Donate 98 gems,182,2019-03-29
#2CR88V0,64,Florian,Genty,Donate 488 gems,,2019-10-04
#89LY9LU2Y,77,Alysia,Harrow,Donate 102 gold,146,2020-10-20
#2PUR2R89L,100,Ira,Binding,Donate 608 gems,,2019-01-15
#8L200J88G,6,Dode,Delepine,Donate 53 gold,131,2019-07-15
#J8R89YC8,75,Duane,Pickworth,Donate 782 gems,107,2019-11-12
#JLCJCUPJ,14,Jeane,Jarrard,Donate 416 gems,,2019-06-15
#YQ9QYJGP,161,Birgitta,Tippin,Donate 1435 gold,,2020-02-16
#RQCUUP2,109,Winfield,Garaghan,Donate 1245 gold,,2020-01-07
#PJJURULY,155,Wyn,Kyteley,Donate 748 gold,78,2019-01-10
#2L2QGJQQ,124,Tiffi,Authers,Donate 1495 gems,,2020-09-05
#22Y0PU08,174,Josiah,Clulow,Donate 1074 gold,,2020-07-04
#20JYUJGPQ,126,Yorke,Prazor,Donate 708 gold,14,2019-03-31
#R82VQ90R,27,Suzie,Uc,Donate 1500 gems,178,2018-12-27
#QVC8PGUG,172,Kelvin,Guilbert,Donate 758 gold,,2021-01-06
#20RGU0LG0,161,Birgitta,Tippin,Donate 1435 gold,,2021-07-19
#8ULGU0QG9,71,Asa,Birkenshaw,Donate 97 gems,,2020-04-21
#8C9RQYV2J,4,Alexandre,Dartan,Donate 1062 gold,14,2020-02-14
#YVPYVV9V,89,Angelique,Tosspell,Donate 511 gems,,2019-05-28
#9Y9Y80,30,Monah,Alldread,Donate 616 gems,,2020-01-05
#PRU8Y0UQY,11,Lilyan,Gasnell,Donate 427 gold,,2019-07-10
#2YVQQPQJL,99,Camila,Jamblin,Donate 1281 gems,157,2021-10-07
#9PUUCCY9J,14,Jeane,Jarrard,Donate 416 gems,,2020-02-19
#RL88PYRG,109,Winfield,Garaghan,Donate 1245 gold,,2020-08-15
#9RLJ2CG8,89,Angelique,Tosspell,Donate 511 gems,,2020-02-13
#99QVP8J8Q,146,Addie,Murphey,Donate 929 gems,,2019-11-18
#G9GVYLQP,180,Meier,Ashfull,Donate 594 gems,82,2019-03-12
#8VUPVJ2R,31,Helyn,Corhard,Donate 1335 gems,54,2020-04-15
#2YCJRP9Q0,25,Hephzibah,Kamall,Donate 491 gems,,2020-10-17
#PCRRR2VV,84,Cindra,Farbrace,Donate 81 gold,,2020-08-17
#2UJ0RCCUQ,122,Bryan,Eccleston,Donate 1047 gems,,2019-10-28
#P9L2UGPR,155,Wyn,Kyteley,Donate 748 gold,78,2021-02-28
#2GPURRRCG,89,Angelique,Tosspell,Donate 511 gems,,2020-06-03
#YP2YJJJ2,51,Tate,Sauvage,Donate 581 gems,94,2019-02-13
#LQJUP2VUG,92,Adolphe,Pally,Donate 1000 gold,,2020-05-15
#9YUUVJ08G,200,Letizia,Arno,Donate 1160 gold,110,2020-10-01
#9CCL0VU,78,Hugh,Dziwisz,Donate 1067 gems,,2019-04-03
#PCY2PV8LG,177,Merci,Moxson,Donate 893 gems,9,2021-09-02
#2YC9QC8L9,190,Lavena,Scarth,Donate 528 gold,,2020-07-17
#C8U9GRVY,173,Valaree,Caesmans,Donate 1391 gems,,2020-02-13
#8C8QJR9JG,33,Roma,Zecchinelli,Donate 336 gems,198,2021-09-01
#9PYJVPPLV,57,Andrus,Le Estut,Donate 231 gems,,2019-11-11
#J98092U9,70,Madelena,Jeffree,Donate 431 gems,148,2020-09-29
#YRRLCVR9Y,61,Marion,Mayor,Donate 845 gold,,2021-04-03
#2CQG98PP0,184,Shantee,Turri,Donate 326 gems,,2019-06-16
#90UJPLCQQ,68,Maudie,Almond,Donate 75 gems,,2020-11-15
#2PR28G2,61,Marion,Mayor,Donate 845 gold,,2020-09-20
#2YVQQPQJL,91,Xena,Weson,Donate 400 gold,133,2019-11-30
#8YRGR00G,1,Jock,Southouse,Donate 832 gold,51,2020-05-05
#Q89VPVUP8,41,Katey,Hinchon,Donate 352 gold,,2020-02-29
#92VY9UPG,179,Craggie,McElwee,Donate 271 gems,,2020-12-28
#80VGYGQL,71,Asa,Birkenshaw,Donate 97 gems,,2021-10-19
#2GJ0R2RL9,60,Sherlocke,Fairs,Donate 504 gems,,2020-12-09
#JY9JLYRR,130,Elmo,Gluyas,Donate 107 gems,150,2021-07-05
#PG9CR2RC,176,Rozalin,Tapper,Donate 1462 gold,,2020-09-30
#UG8YP2YU,128,Letisha,Vaney,Donate 1377 gold,,2021-07-16
#9QLU9UJ2R,7,Annalise,Reinisch,Donate 1191 gold,31,2021-02-25
#2GVLPR28L,103,Hanna,Deares,Donate 988 gems,,2021-10-25
#98CPJ2PQ,91,Xena,Weson,Donate 400 gold,133,2021-04-12
#LCJ92UQJ,143,Adriena,Linthead,Donate 434 gold,122,2020-02-23
#9QLL8QQQ,77,Alysia,Harrow,Donate 102 gold,146,2021-07-04
#2LVG2C22U,25,Hephzibah,Kamall,Donate 491 gems,,2019-10-19
#CJRGGCC8,177,Merci,Moxson,Donate 893 gems,9,2020-11-20
#RYRGV0CY,40,Burlie,Larcombe,Donate 353 gold,,2019-03-04
#8PCCYQVG,20,Cinderella,Eckert,Donate 1474 gold,,2021-05-17
#2P8RV9UQ,23,Reese,Tembey,Donate 732 gems,,2019-12-05
#JP9JVC9Y,115,Dulce,Megarry,Donate 333 gems,107,2019-07-20
#UUY9VG09,53,Meagan,Shalliker,Donate 1040 gems,,2020-02-10
#UCRG8GGL,64,Florian,Genty,Donate 488 gems,,2019-09-23
#9YJ08GG08,33,Roma,Zecchinelli,Donate 336 gems,198,2019-01-04
#YP2YJJJ2,147,Ora,Moffett,Donate 1426 gold,,2020-06-28
#8YRYV80,61,Marion,Mayor,Donate 845 gold,,2019-10-23
#2QULVQPRG,22,Beauregard,Blazevic,Donate 663 gold,17,2019-04-30
#Y8G9CU2LV,199,Donovan,Schops,Donate 300 gems,,2019-02-09
#P2CLCV8,177,Merci,Moxson,Donate 893 gems,9,2021-01-28
#8PRGRYPCC,47,Melisandra,Franklin,Donate 1192 gems,13,2020-10-22
#YG9UL29R0,17,Granthem,Hostan,Donate 239 gold,,2019-05-29
#8P28UP0J8,99,Camila,Jamblin,Donate 1281 gems,157,2019-02-15
#PV8LRVCJU,160,Tracie,Catlette,Donate 855 gems,102,2021-04-15
#RQQQY2L28,130,Elmo,Gluyas,Donate 107 gems,150,2020-11-21
#UCC8QQPU,67,Vinny,Curtayne,Donate 104 gems,,2021-05-21
#2C90R29P9,165,Mireielle,Durkin,Donate 589 gold,,2021-01-01
#22QUQG09C,69,Lorne,Gilberthorpe,Donate 383 gold,,2020-11-18
#P2CLCV8,73,Hoyt,Shingfield,Donate 653 gems,,2021-10-14
#J9URJR90,105,Lane,McIlhone,Donate 280 gold,110,2021-07-02
#Q0CPPQC9Q,109,Winfield,Garaghan,Donate 1245 gold,,2021-10-22
#90JYC28PR,150,Maggee,Noraway,Donate 852 gems,155,2020-12-31
#9GVYCJPG,46,Carmel,Kermitt,Donate 673 gems,,2021-11-23
#2220RUV9Y,61,Marion,Mayor,Donate 845 gold,,2018-12-30
#2929RVQQY,65,Royall,Peacher,Donate 397 gold,,2021-09-21
#22R2JCR2C,159,Florry,Rainbow,Donate 897 gems,,2020-05-31
#PLLC2VG,98,Roberto,Aspinal,Donate 751 gold,,2020-11-25
#92V2VRCVQ,79,Alta,Addinall,Donate 1385 gold,9,2019-03-22
#2LVG2C22U,182,Dell,Jude,Donate 920 gems,,2019-08-19
#89QYQL20G,5,Barnaby,Mattiello,Donate 38 gems,,2019-05-16
#2YP2UJJ0U,121,Shir,Shipman,Donate 80 gems,,2021-03-30
#2LGUPRCJP,106,Avram,Thraves,Donate 557 gold,,2021-04-29
#P8YQU9LL2,61,Marion,Mayor,Donate 845 gold,,2019-10-11
#8QPCGVP2Y,46,Carmel,Kermitt,Donate 673 gems,,2020-08-28
#98UVV0,120,Zeb,Dikle,Donate 1340 gold,145,2020-01-12
#Y2PULV0LV,13,Shelagh,Balentyne,Donate 491 gems,,2020-06-28
#8J8QCGLR,200,Letizia,Arno,Donate 1160 gold,110,2021-07-06
#9ULPU0QL,87,David,Forrington,Donate 218 gems,,2021-05-29
#2YVQQPQJL,29,Biron,Dummer,Donate 390 gold,,2019-05-07
#98LLQYJG,145,Micheline,Franciotti,Donate 666 gems,,2019-08-09
#CC2C8PQ,193,Dewey,Fearnehough,Donate 1225 gold,,2020-12-01
#JUUQ99U0,49,Zilvia,Cobelli,Donate 1013 gems,,2021-05-20
#LGC80RQP,73,Hoyt,Shingfield,Donate 653 gems,,2021-10-11
#8PY0RCUYG,82,Cornall,Meeny,Donate 620 gems,95,2021-09-02
#92YV2YRGR,154,Darill,Yarker,Donate 1222 gold,116,2021-03-01
#P89RY20Q,54,Ernestine,Perrott,Donate 1389 gems,,2021-08-09
#2Y0PV0VYP,175,Wat,Deighan,Donate 236 gold,27,2019-01-30
#29Y8YPVLV,126,Yorke,Prazor,Donate 708 gold,14,2019-04-11
#GQVLJ2U9,66,Trace,Listone,Donate 673 gems,115,2020-02-17
#P29YGR98,115,Dulce,Megarry,Donate 333 gems,107,2021-06-04
#P8YQU9LL2,18,Brit,Primrose,Donate 98 gems,,2019-02-01
#89JV98089,142,Katerina,Snellman,Donate 1250 gems,158,2019-01-30
#2JRYRPL8,24,Hans,Spiers,Donate 820 gems,,2020-10-10
#2RUL98URQ,54,Ernestine,Perrott,Donate 1389 gems,,2020-03-26
#28GG9QJPY,40,Burlie,Larcombe,Donate 353 gold,,2020-04-23
#9CUYY8,100,Ira,Binding,Donate 608 gems,,2020-08-09
#28GUPGY2,155,Wyn,Kyteley,Donate 748 gold,78,2021-08-24
#89PL0YV,8,Wainwright,Sodeau,Donate 1068 gems,,2020-08-04
#928922QG0,11,Lilyan,Gasnell,Donate 427 gold,,2019-08-23
#28GUPV8QG,76,Mattheus,Spinige,Donate 1303 gems,49,2021-06-27
#UP2Q8RR0,127,Misti,Winterbotham,Donate 1176 gems,187,2021-10-11
#LCJ92UQJ,166,Bernadine,Hutchence,Donate 452 gold,174,2019-07-26
